Project Name;Project Description;Project Definition;Activity Description;Activity Name;Posted time (h);Comment
2WAA068585;Ene vision;Engineering;Optimax Engineering;2.1.2.05;4;Corrected data optimization
2WAA068585;Ene vision;Engineering;Optimax Engineering;2.1.2.05;4;Corrected data optimization
2WAA068585;Ene vision;Engineering;Optimax Engineering;2.1.2.05;4;Corrected data optimization
2WAA068585;Ene vision;Engineering;Optimax Engineering;2.1.2.05;4;Corrected data optimization
2WAA068585;Ene vision;Engineering;Optimax Engineering;2.1.2.05;4;Corrected data optimization
2WAA068585;Ene vision;Engineering;Optimax Engineering;2.1.2.05;4;Corrected optimization and debugging
2WAA068585;Ene vision;Engineering;Optimax Engineering;2.1.2.05;2;Corrected optimization and debugging
2WAA068585;Ene vision;Engineering;Optimax Engineering;2.1.2.05;1;Corrected optimization and debugging
2WAA068585;Ene vision;Engineering;Optimax Engineering;2.1.2.05;4;Corrected optimization and debugging
2WAA068585;Ene vision;Engineering;Optimax Engineering;2.1.2.05;2;Corrected optimization and debugging
2WAA068585;Ene vision;Engineering;Optimax Engineering;2.1.2.05;2;Corrected optimization and debugging
2WAA068585;Ene vision;Engineering;Optimax Engineering;2.1.2.05;2;Corrected optimization and debugging
2WAA068585;Ene vision;Engineering;Optimax Engineering;2.1.2.05;1;Corrected optimization and debugging
2WAA068585;Ene vision;Engineering;Optimax Engineering;2.1.2.05;1;Corrected optimization and debugging
2WAA068585;Ene vision;Engineering;Optimax Engineering;2.1.2.05;1;Corrected optimization and debugging
2WAA068585;Ene vision;Engineering;Optimax Engineering;2.1.2.05;1;Corrected optimization and debugging
2WAA068585;Ene vision;Engineering;Optimax Engineering;2.1.2.05;1;Corrected optimization and debugging
2WAA068585;Ene vision;Engineering;Optimax Engineering;2.1.2.05;1;Corrected optimization and debugging
2WAA068585;Ene vision;Engineering;Optimax Engineering;2.1.2.05;1;Corrected optimization and debugging
2WAA068585;Ene vision;Engineering;Optimax Engineering;2.1.2.05;1;Corrected optimization and debugging
2WAA068585;Ene vision;Engineering;Optimax Engineering;2.1.2.05;1;Corrected optimization and debugging
2WAA068585;Ene vision;Engineering;Optimax Engineering;2.1.2.05;1;Corrected optimization and debugging
2WAA068585;Ene vision;Engineering;Optimax Engineering;2.1.2.05;1;Corrected optimization and debugging
2WAA071891;Sara Kulturhus 2024;Engineering;COMMISSIONING;14;5;Optimizer message settings
2WAA071891;Sara Kulturhus 2024;Engineering;COMMISSIONING;14;2;Project meeting and communication
2WAA071891;Sara Kulturhus 2024;Engineering;COMMISSIONING;14;1;Project meeting
2WAA071891;Sara Kulturhus 2024;Engineering;COMMISSIONING;14;2;Modelica model/Optimizer report upgrade
2WAA071891;Sara Kulturhus 2024;Engineering;Heat Optimization;06;4;Optimizer debugging.
2WAA071891;Sara Kulturhus 2024;Engineering;Heat Optimization;06;4;Optimizer settings, testing and testing report
2WAA071891;Sara Kulturhus 2024;Engineering;Heat Optimization;06;4;Optimizer settings, testing and testing report
2WAA071891;Sara Kulturhus 2024;Engineering;Heat Optimization;06;4;Optimizer settings, testing and testing report
2WAA071891;Sara Kulturhus 2024;Engineering;Heat Optimization;06;1;regular meeting
2WAA071891;Sara Kulturhus 2024;Engineering;Heat Optimization;06;4;Report - load and price predictions
2WAA071891;Sara Kulturhus 2024;Engineering;Integration of heat/cooling;04;2;Team meeting, Heating/cooling model specifications
2WAA071891;Sara Kulturhus 2024;Engineering;Integration of heat/cooling;04;6;Heating/cooling model - definition, objects
2WAA071891;Sara Kulturhus 2024;Engineering;Integration of heat/cooling;04;3;Heating/Cooling optimization development
2WAA071891;Sara Kulturhus 2024;Engineering;Integration of heat/cooling;04;2;Heating/Cooling optimization development
2WAA071891;Sara Kulturhus 2024;Engineering;Integration of heat/cooling;04;3;Meeting, heating/cooling optimization development
2WAA071891;Sara Kulturhus 2024;Engineering;Integration of heat/cooling;04;4;Heating/Cooling optimization development
2WAA071891;Sara Kulturhus 2024;Engineering;Integration of heat/cooling;04;6;Heating/Cooling optimization development
2WAA071891;Sara Kulturhus 2024;Engineering;Integration of heat/cooling;04;4;Heating/Cooling optimization development
2WAA071891;Sara Kulturhus 2024;Engineering;Integration of heat/cooling;04;4;Heating/Cooling optimization development
2WAA071891;Sara Kulturhus 2024;Engineering;Integration of heat/cooling;04;4;Meeting, heating/cooling  optimization testing
2WAA071891;Sara Kulturhus 2024;Engineering;Integration of heat/cooling;04;4;Heating/cooling optimization testing
2WAA071891;Sara Kulturhus 2024;Engineering;Integration of heat/cooling;04;4;Heating/Cooling model testing
2WAA071891;Sara Kulturhus 2024;Engineering;Integration of heat/cooling;04;4;Heating/Cooling model testing
2WAA071891;Sara Kulturhus 2024;Engineering;Integration of heat/cooling;04;4;Project meeting, heating/cooling model upgrades
2WAA071891;Sara Kulturhus 2024;Engineering;Integration of heat/cooling;04;4;Heating/cooling optimization implementation
2WAA071891;Sara Kulturhus 2024;Engineering;Integration of heat/cooling;04;4;Heating/cooling optimization setting, testing report creation
2WAA071891;Sara Kulturhus 2024;Engineering;Integration of heat/cooling;04;4;Heating/cooling optimization setting, testing report creation
2WAA071891;Sara Kulturhus 2024;Engineering;Integration of heat/cooling;04;4;Heating/cooling optimization setting, testing report creation
2WAA072034;OPTIMAX APPS&MODELS CZ 2024 WP-12081.04;Engineering;Engineering;2.1.2.03;1;HPP Sizing Tool
2WAA072034;OPTIMAX APPS&MODELS CZ 2024 WP-12081.04;Engineering;Engineering;2.1.2.03;2;HPP Sizing Tool
2WAA072034;OPTIMAX APPS&MODELS CZ 2024 WP-12081.04;Engineering;Engineering;2.1.2.03;1;HPP Sizing Tool
2WAA072034;OPTIMAX APPS&MODELS CZ 2024 WP-12081.04;Engineering;Engineering;2.1.2.03;4;HPP Sizing Tool and Optimax presentation with Power2X
2WAA072034;OPTIMAX APPS&MODELS CZ 2024 WP-12081.04;Engineering;Engineering;2.1.2.03;2;HPP SIzing Tool - Model upgrade meeting
2WAA072034;OPTIMAX APPS&MODELS CZ 2024 WP-12081.04;Engineering;Engineering;2.1.2.03;1;HPP SIzing Tool - regular meeting
2WAA072034;OPTIMAX APPS&MODELS CZ 2024 WP-12081.04;Engineering;Engineering;2.1.2.03;2;HPP Sizing Tool - Meeting about future development
2WAA072034;OPTIMAX APPS&MODELS CZ 2024 WP-12081.04;Engineering;Engineering;2.1.2.03;1;HPP Sizing Tool - Meeting about development
2WAA072034;OPTIMAX APPS&MODELS CZ 2024 WP-12081.04;Engineering;Engineering;2.1.2.03;3;HPP Sizing Tool - Development talks
2WAA072034;OPTIMAX APPS&MODELS CZ 2024 WP-12081.04;Engineering;Engineering;2.1.2.03;2;HPP Sizing Tool - Backlog
2WAA072034;OPTIMAX APPS&MODELS CZ 2024 WP-12081.04;Engineering;Engineering;2.1.2.03;2;HPP Sizing Tool - Backlog cleanup
2WAA072034;OPTIMAX APPS&MODELS CZ 2024 WP-12081.04;Engineering;Engineering;2.1.2.03;2;Meetings, internal talks
2WAA072034;OPTIMAX APPS&MODELS CZ 2024 WP-12081.04;Engineering;Engineering;2.1.2.03;1;HPP Sizing Tool meeting
2WAA072034;OPTIMAX APPS&MODELS CZ 2024 WP-12081.04;Engineering;Engineering;2.1.2.03;3;Meeting, development talks
2WAA072034;OPTIMAX APPS&MODELS CZ 2024 WP-12081.04;Engineering;Engineering;2.1.2.03;3;meeting, planning
2WAA072034;OPTIMAX APPS&MODELS CZ 2024 WP-12081.04;Engineering;Engineering;2.1.2.03;1;Technical solutions discussion
2WAA072034;OPTIMAX APPS&MODELS CZ 2024 WP-12081.04;Engineering;Engineering;2.1.2.03;1;Technical solutions discussion
2WAA072034;OPTIMAX APPS&MODELS CZ 2024 WP-12081.04;Engineering;Engineering;2.1.2.03;3;Meeting, planning future progress
2WAA072034;OPTIMAX APPS&MODELS CZ 2024 WP-12081.04;Engineering;Engineering;2.1.2.03;3;Regular meeting, development talks
2WAA072034;OPTIMAX APPS&MODELS CZ 2024 WP-12081.04;Engineering;Engineering;2.1.2.03;2;Meeting and planning
2WAA072034;OPTIMAX APPS&MODELS CZ 2024 WP-12081.04;Engineering;Engineering;2.1.2.03;1;regular meeting
2WAA072034;OPTIMAX APPS&MODELS CZ 2024 WP-12081.04;Engineering;Engineering;2.1.2.03;2;Cooperation on frontend upgrades
2WAA072034;OPTIMAX APPS&MODELS CZ 2024 WP-12081.04;Engineering;Engineering;2.1.2.03;2;Orlen presentation
2WAA072034;OPTIMAX APPS&MODELS CZ 2024 WP-12081.04;Engineering;Engineering;2.1.2.03;1;Report generator
2WAA072034;OPTIMAX APPS&MODELS CZ 2024 WP-12081.04;Engineering;Engineering;2.1.2.03;1;Steve Chong consultation
2WAA072034;OPTIMAX APPS&MODELS CZ 2024 WP-12081.04;Engineering;Engineering;2.1.2.03;2;Optimizer development
2WAA072034;OPTIMAX APPS&MODELS CZ 2024 WP-12081.04;Engineering;Engineering;2.1.2.03;2;HPP Sizing Tool - Consultation BESS issues
2WAA072034;OPTIMAX APPS&MODELS CZ 2024 WP-12081.04;Engineering;Jan Bitta;2.1.2.05;2;HPP Sizing Tool meeting, development, testing
2WAA072034;OPTIMAX APPS&MODELS CZ 2024 WP-12081.04;Engineering;Jan Bitta;2.1.2.05;1;HPP SIzing Tool - regular meeting
2WAA072034;OPTIMAX APPS&MODELS CZ 2024 WP-12081.04;Engineering;Jan Bitta;2.1.2.05;1;Regular HPP Sizing Tool meeting
2WAA072036;Shell ETCA EMS Optimax;Engineering;Engineering;2.2.3.1.03;1;FDS consultation
2WAA072036;Shell ETCA EMS Optimax;Engineering;Engineering;2.2.3.1.03;2;FDS - Load scheduling
2WAA072036;Shell ETCA EMS Optimax;Engineering;Engineering;2.2.3.1.03;2;FDS - Load scheduling
2WAA072036;Shell ETCA EMS Optimax;Engineering;Engineering;2.2.3.1.03;2;FDS - Load Scheduling, cost function specs
2WAA072036;Shell ETCA EMS Optimax;Engineering;Engineering;2.2.3.1.03;1;FDS cooperation
2WAA072036;Shell ETCA EMS Optimax;Engineering;Engineering;2.2.3.1.03;2;FDS
2WAA072036;Shell ETCA EMS Optimax;Engineering;Engineering;2.2.3.1.03;2;FDS, team communication
2WAA072036;Shell ETCA EMS Optimax;Engineering;Engineering;2.2.3.1.03;1;Project tasklist cooperation
2WAA072036;Shell ETCA EMS Optimax;Engineering;Engineering;2.2.3.1.03;2;Cooperation on Modelica model development
2WAA072036;Shell ETCA EMS Optimax;Engineering;Engineering;2.2.3.1.03;2;RTO Model development
2WAA072036;Shell ETCA EMS Optimax;Engineering;Engineering;2.2.3.1.03;2;RTO Model development
2WAA072036;Shell ETCA EMS Optimax;Engineering;Engineering;2.2.3.1.03;2;RTO model
2WAA072036;Shell ETCA EMS Optimax;Engineering;Engineering;2.2.3.1.03;1;RTO model
2WAA072036;Shell ETCA EMS Optimax;Engineering;Engineering;2.2.3.1.03;3;Model development
2WAA072478;Denmark Optimax Support;Engineering;Engineering;2.1.2.03;2;Digital twin, optimizer settings
2WAA072478;Denmark Optimax Support;Engineering;Engineering;2.1.2.03;1;Model development
2WAA072478;Denmark Optimax Support;Engineering;Engineering;2.1.2.03;2;Nofors - Modelica model  development
2WAA072478;Denmark Optimax Support;Engineering;Engineering;2.1.2.03;2;Modelica model development
2WAA072478;Denmark Optimax Support;Engineering;Engineering;2.1.2.03;3;Nofors - Optimizer testing
2WAA072478;Denmark Optimax Support;Engineering;Engineering;2.1.2.03;4;Nofors - Optimizer testing
2WAA072478;Denmark Optimax Support;Engineering;Engineering;2.1.2.03;2;Optimizer settings
2WAA072478;Denmark Optimax Support;Engineering;Engineering;2.1.2.03;2;Optimizer settings
2WAA072478;Denmark Optimax Support;Engineering;Engineering;2.1.2.03;2;Optimizer settings
2WAA074018;Biocat Roslev Optimax;Engineering;Engineering;2.2.3.1.03;2;Kick off
2WAA074018;Biocat Roslev Optimax;Engineering;Engineering;2.2.3.1.03;4;Model preparation, component testing
2WAA074018;Biocat Roslev Optimax;Engineering;Engineering;2.2.3.1.03;4;Model preparation, component testing
2WAA074018;Biocat Roslev Optimax;Engineering;Engineering;2.2.3.1.03;4;Model preparation, component testing
2WAA074018;Biocat Roslev Optimax;Engineering;Engineering;2.2.3.1.03;4;Model preparation, component testing
2WAA074018;Biocat Roslev Optimax;Engineering;Engineering;2.2.3.1.03;4;Model preparation, component testing
2WAA074018;Biocat Roslev Optimax;Engineering;Engineering;2.2.3.1.03;5;Model and Optimizer setting
2WAA074018;Biocat Roslev Optimax;Engineering;Engineering;2.2.3.1.03;6;Model and Optimizer setting
2WAA074018;Biocat Roslev Optimax;Engineering;Engineering;2.2.3.1.03;4;Model and Optimizer setting
2WAA074018;Biocat Roslev Optimax;Engineering;Engineering;2.2.3.1.03;5;Model and Optimizer setting
2WAA074018;Biocat Roslev Optimax;Engineering;Engineering;2.2.3.1.03;5;Data preparation, optimizer tuning, data processing
2WAA074018;Biocat Roslev Optimax;Engineering;Engineering;2.2.3.1.03;3;Data preparation, optimizer tuning, data processing
2WAA074018;Biocat Roslev Optimax;Engineering;Engineering;2.2.3.1.03;6;Data preparation, optimizer tuning, data processing
2WAA074018;Biocat Roslev Optimax;Engineering;Engineering;2.2.3.1.03;6;Data preparation, optimizer tuning, data processing
2WAA074018;Biocat Roslev Optimax;Engineering;Engineering;2.2.3.1.03;6;Data preparation, optimizer tuning, data processing
2WAA074018;Biocat Roslev Optimax;Engineering;Engineering;2.2.3.1.03;3;Optimization runs
2WAA074018;Biocat Roslev Optimax;Engineering;Engineering;2.2.3.1.03;4;Optimization runs
2WAA074018;Biocat Roslev Optimax;Engineering;Engineering;2.2.3.1.03;4;Calculations, meeting
2WAA074018;Biocat Roslev Optimax;Engineering;Engineering;2.2.3.1.03;8;Meeting, changes in model
2WAA074018;Biocat Roslev Optimax;Engineering;Engineering;2.2.3.1.03;6;Optimization changes implementation
2WAA074018;Biocat Roslev Optimax;Engineering;Engineering;2.2.3.1.03;6;Optimization changes implementation
2WAA074018;Biocat Roslev Optimax;Engineering;Engineering;2.2.3.1.03;5;Optimization changes implementation
2WAA074018;Biocat Roslev Optimax;Engineering;Engineering;2.2.3.1.03;4;Results presentation and transfer
2WAA074018;Biocat Roslev Optimax;Engineering;Engineering;2.2.3.1.03;4;Dashboards cooperation, data processing
2WAA074018;Biocat Roslev Optimax;Engineering;Engineering;2.2.3.1.03;2;High and low electricity cost optimization preparation
2WAA074018;Biocat Roslev Optimax;Engineering;Engineering;2.2.3.1.03;2;Threshold values export
2WAA074018;Biocat Roslev Optimax;Engineering;Engineering;2.2.3.1.03;4;Optimax training
2WAA074018;Biocat Roslev Optimax;Engineering;Engineering;2.2.3.1.03;2;BESS Implementation
2WAA074018;Biocat Roslev Optimax;Engineering;Engineering;2.2.3.1.03;5;BESS Implementation
2WAA074018;Biocat Roslev Optimax;Engineering;Engineering;2.2.3.1.03;3;BESS Implementation
2WAA074018;Biocat Roslev Optimax;Engineering;Engineering;2.2.3.1.03;3;BESS Implementation
2WAA074018;Biocat Roslev Optimax;Engineering;Engineering;2.2.3.1.03;2;BESS variant modelling
2WAA074018;Biocat Roslev Optimax;Engineering;Engineering;2.2.3.1.03;6;BESS optimizer debugging
2WAA074018;Biocat Roslev Optimax;Engineering;Engineering;2.2.3.1.03;4;Optimization automation
2WAA074018;Biocat Roslev Optimax;Engineering;Engineering;2.2.3.1.03;6;BESS Optimization processing
2WAA074018;Biocat Roslev Optimax;Engineering;Engineering;2.2.3.1.03;3;BESS Optimization processing
2WAA074018;Biocat Roslev Optimax;Engineering;Engineering;2.2.3.1.03;2;BESS Optimization processing
2WAA074018;Biocat Roslev Optimax;Engineering;Engineering;2.2.3.1.03;1;Results presentation
2WAA074018;Biocat Roslev Optimax;Engineering;Engineering;2.2.3.1.03;2;Data export for customer
2WAA074108;NUS Umea Sweden;Engineering;Engineering;2.2.3.1.03;1;Kick off meeting
2WAA074108;NUS Umea Sweden;Engineering;Engineering;2.2.3.1.03;2;Questionnaire preparation
2WAA074108;NUS Umea Sweden;Engineering;Engineering;2.2.3.1.03;4;Questionnaire, project specs
2WAA074108;NUS Umea Sweden;Engineering;Engineering;2.2.3.1.03;2;Regular meeting, problem definition cooperation
2WAA074108;NUS Umea Sweden;Engineering;Engineering;2.2.3.1.03;2;Meeting, cooperation on model definition
2WAA074108;NUS Umea Sweden;Engineering;Engineering;2.2.3.1.03;4;Model creation cooperation
2WAA074108;NUS Umea Sweden;Engineering;Engineering;2.2.3.1.03;2;Model creation cooperation
2WAA074108;NUS Umea Sweden;Engineering;Engineering;2.2.3.1.03;1;Tomtebostrand kick off
2WAA074108;NUS Umea Sweden;Engineering;Engineering;2.2.3.1.03;3;"Tomtebostrand - Kick off
NUS - Model definition
Meeting"
2WAA074108;NUS Umea Sweden;Engineering;Engineering;2.2.3.1.03;4;NUS - Model development
2WAA074108;NUS Umea Sweden;Engineering;Engineering;2.2.3.1.03;4;Model/Optimizer debugging
2WAA074108;NUS Umea Sweden;Engineering;Engineering;2.2.3.1.03;6;Model/Optimizer debugging
2WAA074108;NUS Umea Sweden;Engineering;Engineering;2.2.3.1.03;2;Model upgrade talks
2WAA074108;NUS Umea Sweden;Engineering;Engineering;2.2.3.1.03;1;Weekly Meeting
2WAA074108;NUS Umea Sweden;Engineering;Engineering;2.2.3.1.03;2;CO2 accounting, dashboards
2WAA074108;NUS Umea Sweden;Engineering;Engineering;2.2.3.1.03;2;CO2 Accounting
2WAA074108;NUS Umea Sweden;Engineering;Engineering;2.2.3.1.03;3;Heat storage, model upgrades
2WAA074108;NUS Umea Sweden;Engineering;Engineering;2.2.3.1.03;3;Meeting, Modelica objects development
2WAA074108;NUS Umea Sweden;Engineering;Engineering;2.2.3.1.03;1;Model upgrade
2WAA074108;NUS Umea Sweden;Engineering;Engineering;2.2.3.1.03;4;Model and optimizer upgrades
2WAA074108;NUS Umea Sweden;Engineering;Engineering;2.2.3.1.03;6;"NUS Umea - Model and optimizer upgrades
Tomtebostrand - Model and optimizer debugging"
2WAA074108;NUS Umea Sweden;Engineering;Engineering;2.2.3.1.03;2;"NUS Umea - Modelling and optimization
Tomtebostrand - Model debugging"
2WAA074108;NUS Umea Sweden;Engineering;Engineering;2.2.3.1.03;4;"NUS Umea - Modelling and optimization
Tomtebostrand - Model debugging"
2WAA074108;NUS Umea Sweden;Engineering;Engineering;2.2.3.1.03;5;"NUS Umea - Modelling and optimization
Tomtebostrand - Model debugging"
2WAA074108;NUS Umea Sweden;Engineering;Engineering;2.2.3.1.03;2;NUS Umea - Modelling and optimization
2WAA074108;NUS Umea Sweden;Engineering;Engineering;2.2.3.1.03;3;Model and optimization settings
2WAA074108;NUS Umea Sweden;Engineering;Engineering;2.2.3.1.03;6;Data processing, optimization tasks
2WAA074108;NUS Umea Sweden;Engineering;Engineering;2.2.3.1.03;4;Optimization, dashboards, meeting
2WAA074108;NUS Umea Sweden;Engineering;Engineering;2.2.3.1.03;6;Meeting, dashboards model upgrade
2WAA074108;NUS Umea Sweden;Engineering;Engineering;2.2.3.1.03;2;meetings
2WAA074108;NUS Umea Sweden;Engineering;Engineering;2.2.3.1.03;4;Model/optimizer development
2WAA074108;NUS Umea Sweden;Engineering;Engineering;2.2.3.1.03;4;Model/optimizer development
2WAA074108;NUS Umea Sweden;Engineering;Engineering;2.2.3.1.03;2;Model/optimization development
2WAA074108;NUS Umea Sweden;Engineering;Engineering;2.2.3.1.03;2;Model/optimizer development
2WAA074108;NUS Umea Sweden;Engineering;Engineering;2.2.3.1.03;2;Optimization testing
2WAA074108;NUS Umea Sweden;Engineering;Engineering;2.2.3.1.03;3;Optimization debugging
2WAA074108;NUS Umea Sweden;Engineering;Engineering;2.2.3.1.03;6;Meeting, optimization debugging
2WAA074108;NUS Umea Sweden;Engineering;Engineering;2.2.3.1.03;2;Meetings, model and optimization debugging
2WAA074108;NUS Umea Sweden;Engineering;Engineering;2.2.3.1.03;4;Optimization upgrades and debugging
2WAA074108;NUS Umea Sweden;Engineering;Engineering;2.2.3.1.03;3;Meeting, Optimization testing
2WAA074108;NUS Umea Sweden;Engineering;Engineering;2.2.3.1.03;3;Optimization debugging
2WAA074108;NUS Umea Sweden;Engineering;Engineering;2.2.3.1.03;2;Optimization debugging
2WAA074108;NUS Umea Sweden;Engineering;Engineering;2.2.3.1.03;5;Optimizer debugging and meetings
2WAA074108;NUS Umea Sweden;Engineering;Engineering;2.2.3.1.03;1;Optimiziation check
2WAA074108;NUS Umea Sweden;Engineering;Engineering;2.2.3.1.03;1;Optimization fine tuning
2WAA074108;NUS Umea Sweden;Engineering;Engineering;2.2.3.1.03;3;Optimization fine tuning
2WAA074108;NUS Umea Sweden;Engineering;Engineering;2.2.3.1.03;3;Optimization fine tuning
2WAA074108;NUS Umea Sweden;Engineering;Engineering;2.2.3.1.03;3;Optimization fine tuning
2WAA074108;NUS Umea Sweden;Engineering;Engineering;2.2.3.1.03;1;Optimization fine tuning
2WAA074259;Gasum Loiste;Engineering;Engineering;2.2.3.1.03;2;Gasum - model development
2WAA074259;Gasum Loiste;Engineering;Engineering;2.2.3.1.03;4;Gasum - model development
2WAA074259;Gasum Loiste;Engineering;Engineering;2.2.3.1.03;4;Model definition, debugging
2WAA074259;Gasum Loiste;Engineering;Engineering;2.2.3.1.03;1;Model debugging
2WAA074259;Gasum Loiste;Engineering;Engineering;2.2.3.1.03;1;Modelling support
2WAA074259;Gasum Loiste;Engineering;Engineering;2.2.3.1.03;1;Meeting with customer
2WAA075284;H2 Regio Berkheim;Engineering;Engineering;2.2.3.1.03;2;Kick off meeting
2WAA075284;H2 Regio Berkheim;Engineering;Engineering;2.2.3.1.03;1;Kick off
2WAA075284;H2 Regio Berkheim;Engineering;Engineering;2.2.3.1.03;3;Kick off meeting with customer
2WAA075284;H2 Regio Berkheim;Engineering;Engineering;2.2.3.1.03;4;Model definition and creation
2WAA075284;H2 Regio Berkheim;Engineering;Engineering;2.2.3.1.03;3;Meeting, questionnaire preparation
2WAA075284;H2 Regio Berkheim;Engineering;Engineering;2.2.3.1.03;2;Questionnaire
2WAA075284;H2 Regio Berkheim;Engineering;Engineering;2.2.3.1.03;1;meeting
2WAA075284;H2 Regio Berkheim;Engineering;Engineering;2.2.3.1.03;1;meeting
2WAA075284;H2 Regio Berkheim;Engineering;Engineering;2.2.3.1.03;3;Meetings, model setting
2WAA075284;H2 Regio Berkheim;Engineering;Engineering;2.2.3.1.03;3;Model setting, data preparation
2WAA075284;H2 Regio Berkheim;Engineering;Engineering;2.2.3.1.03;2;Data sources
2WAA075284;H2 Regio Berkheim;Engineering;Engineering;2.2.3.1.03;2;data preparation
2WAA075284;H2 Regio Berkheim;Engineering;Engineering;2.2.3.1.03;2;Data, model
2WAA075284;H2 Regio Berkheim;Engineering;Engineering;2.2.3.1.03;4;Load data processing
2WAA075284;H2 Regio Berkheim;Engineering;Engineering;2.2.3.1.03;3;Model + optimization development
2WAA075284;H2 Regio Berkheim;Engineering;Engineering;2.2.3.1.03;5;Model + optimization development
2WAA075284;H2 Regio Berkheim;Engineering;Engineering;2.2.3.1.03;4;Model + optimization development
2WAA075284;H2 Regio Berkheim;Engineering;Engineering;2.2.3.1.03;4;Model + optimization development
2WAA075284;H2 Regio Berkheim;Engineering;Engineering;2.2.3.1.03;3;Model + optimization development
2WAA075284;H2 Regio Berkheim;Engineering;Engineering;2.2.3.1.03;3;Model and optimization development
2WAA075284;H2 Regio Berkheim;Engineering;Engineering;2.2.3.1.03;1;meeting
2WAA075284;H2 Regio Berkheim;Engineering;Engineering;2.2.3.1.03;2;Meeting, presentation preparation
2WAA075284;H2 Regio Berkheim;Engineering;Engineering;2.2.3.1.03;4;Meeting + Sizing optimization
2WAA075284;H2 Regio Berkheim;Engineering;Engineering;2.2.3.1.03;3;Sizing Optimization
2WAA075284;H2 Regio Berkheim;Engineering;Engineering;2.2.3.1.03;3;Sizing Optimization
2WAA075284;H2 Regio Berkheim;Engineering;Engineering;2.2.3.1.03;3;Sizing Optimization
2WAA075284;H2 Regio Berkheim;Engineering;Engineering;2.2.3.1.03;4;Meeting + Sizing optimization
2WAA064049;ADNOC OPTIMAX Pilot;Engineering;Dashboards;03.1;2;Cooperation on details in user interface
2WAA064458;Habhsan 5;COMMISSIONING;Commissioning in site;2.1.3.01;9;Remote tests with Santhanam on site. Implementation of patches
2WAA064458;Habhsan 5;COMMISSIONING;Commissioning in site;2.1.3.01;5;Remote tests with Santhanam on site. Implementation of patches
2WAA064458;Habhsan 5;COMMISSIONING;Commissioning in site;2.1.3.01;6;Tests with Santhanam on site
2WAA064458;Habhsan 5;COMMISSIONING;Commissioning in site;2.1.3.01;5;"Arrived to office, handling all necessary documentation.
Meet with Santhanam, leave early"
2WAA064458;Habhsan 5;COMMISSIONING;Commissioning in site;2.1.3.01;7;"Plan work with Santhanam, prepare all necessary things for site visit.
Prepare documentation"
2WAA064458;Habhsan 5;COMMISSIONING;Commissioning in site;2.1.3.01;7;Preparing for a site visit, documentation files. Consulting steps to be proceed with R&D
2WAA064458;Habhsan 5;COMMISSIONING;Commissioning in site;2.1.3.01;7;Preparing for a site visit, documentation files. Consulting steps to be proceed with R&D
2WAA064458;Habhsan 5;COMMISSIONING;Commissioning in site;2.1.3.01;10;"Working on site
Current system check, backup, deploy new system restore backup"
2WAA064458;Habhsan 5;COMMISSIONING;Commissioning in site;2.1.3.01;10;Working on site, new system configuration, OPCUA connection. License transfer
2WAA064458;Habhsan 5;COMMISSIONING;Commissioning in site;2.1.3.01;10;"Working on site.
Deploy report package ,transfer reports config files, set up networking. Check reports flow, overall system check, prepare system for weekend load test."
2WAA064458;Habhsan 5;COMMISSIONING;Commissioning in site;2.1.3.01;10;Work on site
2WAA064458;Habhsan 5;COMMISSIONING;Commissioning in site;2.1.3.01;10;Work on site
2WAA064458;Habhsan 5;COMMISSIONING;Commissioning in site;2.1.3.01;10;Work on site
2WAA064458;Habhsan 5;Engineering;Documentation Update;2.1.2.03;1;Documentation Update
2WAA064458;Habhsan 5;Engineering;Documentation Update;2.1.2.03;3;"Update end documentation
Preparing documentation for test system"
2WAA064458;Habhsan 5;Engineering;Documentation Update;2.1.2.03;1;Documentation
2WAA064458;Habhsan 5;Engineering;Documentation Update;2.1.2.03;2;Update for new signal / asset types
2WAA064458;Habhsan 5;Engineering;Documentation Update;2.1.2.03;4;Final Documentation update
2WAA064458;Habhsan 5;Engineering;Documentation Update;2.1.2.03;2;Final Documentation update
2WAA064458;Habhsan 5;Engineering;Documentation Update;2.1.2.03;2;Documentation Update
2WAA064458;Habhsan 5;Engineering;Engineering;2.1.2.01;3;Test system settings/ development/ meetting
2WAA064458;Habhsan 5;Engineering;Engineering;2.1.2.01;4;Working on test system
2WAA064458;Habhsan 5;Engineering;Engineering;2.1.2.01;3;"Progress meeting
Work on test system"
2WAA064458;Habhsan 5;Engineering;Engineering;2.1.2.01;3;TSDB update to PG16. Check system if it helped
2WAA064458;Habhsan 5;Engineering;Engineering;2.1.2.01;3;"Status meeting,
Preparing system for test over weekend.
Final checks"
2WAA064458;Habhsan 5;Engineering;Engineering;2.1.2.01;2;System crash meeting
2WAA064458;Habhsan 5;Engineering;Engineering;2.1.2.01;2;System check for memory leak
2WAA064458;Habhsan 5;Engineering;Engineering;2.1.2.01;5;"Status meeting.
Memory leak investigation.
Changes in limits and VM.
Cleaning system with Santhanam"
2WAA064458;Habhsan 5;Engineering;Engineering;2.1.2.01;3;Habsan Recap with Marcin
2WAA064458;Habhsan 5;Engineering;Engineering;2.1.2.01;1;"System check, import new device status tab.
Check the 6.4 functionalities"
2WAA064458;Habhsan 5;Engineering;Engineering;2.1.2.01;3;System 6.4 transfer test all functionalities
2WAA064458;Habhsan 5;Engineering;Engineering;2.1.2.01;2;Report tranfer
